Row #	Gene	Transcripts	OMIM phenotype ID	Disorder group	Inheritance mode (AR/AR-AD)
1826	TTC8	ENST00000345383, ENST00000358622, ENST00000536576, ENST00000614125, ENST00000622513, ENST00000338104, ENST00000346301, ENST00000354441, ENST00000380656	615985	ID	AR
1827	TTI2	ENST00000613904, ENST00000360742, ENST00000431156, ENST00000520636	615541	ID	AR
1828	TTLL5	ENST00000557636, ENST00000286650, ENST00000298832, ENST00000556893, ENST00000554510, ENST00000556977	615860	Blindness	AR
1829	TTPA	ENST00000260116	277460	Neuromuscular	AR
1830	TUBA8	ENST00000316027, ENST00000330423	613180	ID	AR
1831	TUBGCP4	ENST00000260383, ENST00000564079	616335	ID	AR
1832	TUBGCP6	ENST00000248846, ENST00000439308	251270	ID	AR
1833	TUFM	ENST00000313511	610678	Metabolic	AR
1834	TULP1	ENST00000322263, ENST00000229771, ENST00000614066	613843	Multi-system	AR
1835	TUSC3	ENST00000382020, ENST00000506802, ENST00000509380, ENST00000503731	611093	Metabolic-ID	AR
1836	TWIST2	ENST00000448943, ENST00000612363	227260	Dermatologic	AR-AD
1837	TXNL4A	ENST00000269601, ENST00000585474, ENST00000588162, ENST00000592957, ENST00000592837, ENST00000591711	608572	Multi-system	AR
1838	TYK2	ENST00000264818, ENST00000524462, ENST00000525621, ENST00000529370	611521	Immune system	AR
1839	TYMP	ENST00000395680, ENST00000395681, ENST00000252029, ENST00000395678	603041	Metabolic	AR
1840	TYR	ENST00000263321	203100	Metabolic	AR-AD
1841	TYROBP	ENST00000424586, ENST00000585901, ENST00000544690, ENST00000262629, ENST00000589517	221770	Neuromuscular	AR
1842	TYRP1	ENST00000388918, ENST00000381136	203290	Metabolic	AR
1843	UBA5	ENST00000264991, ENST00000356232, ENST00000493720, ENST00000473651, ENST00000494238	617132	ID	AR
1844	UBE2T	ENST00000367274	616435	Hematologic	AR
1845	UBE3B	ENST00000434735, ENST00000342494, ENST00000536398, ENST00000340074, ENST00000540230, ENST00000537063	244450	ID	AR
1846	UBR1	ENST00000290650, ENST00000546274, ENST00000627960	243800	ID	AR
1847	UCHL1	ENST00000503431, ENST00000284440, ENST00000508768, ENST00000512788	615491	Neuromuscular	AR
1848	UFC1	ENST00000368003	618076	ID	AR
1849	UFM1	ENST00000379649, ENST00000239878	617899	ID	AR
1850	UGT1A1	ENST00000305208, ENST00000360418	218800	Metabolic	AR
1851	UMPS	ENST00000232607, ENST00000628619	258900	Metabolic	AR
1852	UNC13D	ENST00000207549, ENST00000412096	608898	Immune system	AR-AD
1853	UNC80	ENST00000439458, ENST00000272845	616801	ID	AR
1854	UNG	ENST00000242576, ENST00000336865	608106	Immune system	AR
1855	UPB1	ENST00000326010, ENST00000382760	613161	Metabolic-ID	AR
1856	UQCC2	ENST00000607484, ENST00000374214	615824	Metabolic	AR
1857	UQCRB	ENST00000287022, ENST00000517523, ENST00000518406, ENST00000523920	615158	Metabolic	AR
1858	UQCRC2	ENST00000268379, ENST00000630839, ENST00000561553	615160	Metabolic	AR
1859	UQCRQ	ENST00000378670, ENST00000378667, ENST00000378665	615159	Metabolic	AR
1860	UROD	ENST00000246337, ENST00000636293, ENST00000636836	176100	Metabolic	AR-AD
1861	UROS	ENST00000368797, ENST00000368786, ENST00000368778, ENST00000368774	263700	Metabolic	AR
1862	USB1	ENST00000561743, ENST00000219281, ENST00000539737, ENST00000423271, ENST00000563149	604173	Multi-system	AR
1863	USH1C	ENST00000318024, ENST00000527020, ENST00000005226, ENST00000527720	602092	Multi-system	AR
1864	USH1G	ENST00000614341	606943	Multi-system	AR
1865	USH2A	ENST00000307340, ENST00000366942	613809	Multi-system	AR
1866	USP18	ENST00000215794	617397	Immune system	AR
1867	UVSSA	ENST00000511216, ENST00000389851, ENST00000507531, ENST00000511563, ENST00000512728, ENST00000324803	614640	Dermatologic	AR
1868	VAC14	ENST00000261776, ENST00000536184	617054	ID	AR
1869	VARS	ENST00000375663	617802	ID	AR
1870	VARS2	ENST00000542001, ENST00000321897, ENST00000625423, ENST00000541562	615917	Metabolic	AR
1871	VDR	ENST00000549336, ENST00000395324, ENST00000229022, ENST00000550325	277440	Multi-system	AR
1872	VHL	ENST00000256474, ENST00000345392	263400	Multi-system	AR-AD
1873	VIPAS39	ENST00000327028, ENST00000343765, ENST00000553888, ENST00000557658, ENST00000448935, ENST00000556412	613404	Multi-system	AR
1874	VLDLR	ENST00000382100, ENST00000382099	224050	ID	AR
1875	VPS11	ENST00000621676, ENST00000614944, ENST00000620429	616683	ID	AR
1876	VPS13A	ENST00000376634, ENST00000376636, ENST00000360280, ENST00000357409, ENST00000484581, ENST00000376646	200150	Neuromuscular	AR
1877	VPS13B	ENST00000357162, ENST00000358544, ENST00000355155, ENST00000441350	216550	Metabolic-ID	AR
1878	VPS13C	ENST00000249837, ENST00000261517, ENST00000395896, ENST00000395898	616840	Neuromuscular	AR
1879	VPS33A	ENST00000267199, ENST00000451053	617303	Metabolic-ID	AR
1880	VPS33B	ENST00000333371, ENST00000535906	208085	Multi-system	AR
1881	VPS37A	ENST00000324849, ENST00000521829, ENST00000521005	614898	ID	AR
1882	VPS45	ENST00000535106, ENST00000369130, ENST00000369128, ENST00000611412	615285	Multi-system	AR
1883	VPS53	ENST00000437048, ENST00000574029, ENST00000291074, ENST00000571805, ENST00000401468	615851	ID	AR
1884	VRK1	ENST00000216639	607596	ID	AR
1885	VSX2	ENST00000261980	610092	Blindness	AR-AD
1886	VWF	ENST00000261405	277480	Hematologic	AR-AD
1887	WARS2	ENST00000369426, ENST00000235521	617710	Metabolic-ID	AR
1888	WBP2	ENST00000254806, ENST00000626827, ENST00000585462, ENST00000591399, ENST00000590221, ENST00000433525	617639	Deafness	AR
1889	WDR19	ENST00000399820, ENST00000506503	614376;614377;614378;616307	Multi-system	AR
1890	WDR34	ENST00000372715	615633	Multi-system	AR
1891	WDR35	ENST00000281405, ENST00000345530	613610	Multi-system	AR
1892	WDR45B	ENST00000392325	617977	ID	AR
1893	WDR60	ENST00000407559	615503	Multi-system	AR
1894	WDR62	ENST00000401500, ENST00000270301	604317	ID	AR
1895	WDR72	ENST00000396328, ENST00000557913, ENST00000360509, ENST00000559418, ENST00000614174	613211	Multi-system	AR
1896	WDR73	ENST00000434634	251300	ID	AR
1897	WDR81	ENST00000437219, ENST00000309182, ENST00000446363, ENST00000419248, ENST00000409644	610185	ID	AR
1898	WEE2	ENST00000397541	617996	Endocrine	AR
1899	WFS1	ENST00000503569, ENST00000226760	222300	ID	AR-AD
1900	WHRN	ENST00000265134, ENST00000374059, ENST00000362057, ENST00000374057	607084	Multi-system	AR
1901	WISP3	ENST00000368666, ENST00000230529, ENST00000604763, ENST00000409166, ENST00000361714, ENST00000639360	208230	Skeletal	AR
1902	WNT1	ENST00000613114, ENST00000293549	615220	Multi-system	AR
1903	WNT10A	ENST00000258411	257980	Multi-system	AR-AD
1904	WNT10B	ENST00000301061, ENST00000407467, ENST00000403957	225300	Multi-system	AR-AD
1905	WNT7A	ENST00000285018	228930	Dermatologic	AR
1906	WRAP53	ENST00000431639, ENST00000316024, ENST00000457584, ENST00000396463, ENST00000534050	613988	Multi-system	AR
1907	WRN	ENST00000298139	277700	Multi-system	AR
1908	WWOX	ENST00000566780, ENST00000402655, ENST00000406884, ENST00000539474, ENST00000408984, ENST00000627394, ENST00000355860, ENST00000569818, ENST00000620008	616211	ID	AR
1909	XDH	ENST00000379416	278300	Metabolic	AR
1910	XPA	ENST00000375128	278700	ID	AR
1911	XPC	ENST00000285021	278720	Multi-system	AR
1912	XPNPEP3	ENST00000357137, ENST00000614001	613159	Cilia+Kidney	AR
1913	XRCC4	ENST00000282268, ENST00000338635, ENST00000396027, ENST00000511817	616541	ID	AR
1914	XYLT1	ENST00000261381	615777	Metabolic-ID	AR
1915	XYLT2	ENST00000017003, ENST00000507602	605822	Metabolic	AR
1916	YARS2	ENST00000324868	613561	Metabolic	AR
1917	YY1AP1	ENST00000368339, ENST00000311573, ENST00000368340, ENST00000347088, ENST00000361831, ENST00000355499, ENST00000404643, ENST00000359205, ENST00000407221, ENST00000295566, ENST00000368330, ENST00000405763	602531	ID	AR
1918	ZAP70	ENST00000264972, ENST00000451498	269840	Immune system	AR
1919	ZBTB16	ENST00000335953, ENST00000392996	612447	ID	AR
1920	ZBTB24	ENST00000230122	614069	ID	AR
1921	ZC3H14	ENST00000251038, ENST00000302216, ENST00000556945, ENST00000557607, ENST00000555755, ENST00000393514, ENST00000336693, ENST00000318308, ENST00000555900, ENST00000406216	617125	ID	AR
1922	ZFYVE26	ENST00000347230, ENST00000557306, ENST00000555452	270700	ID	AR
1923	ZMPSTE24	ENST00000372759	275210	Multi-system	AR
1924	ZMYND10	ENST00000231749, ENST00000360165	615444	Cilia+Kidney	AR
1925	ZNF335	ENST00000322927	615095	-	AR
1926	ZNF408	ENST00000311764	616469	Blindness	AR-AD
1927	ZNF469	ENST00000565624, ENST00000437464	229200	Multi-system	AR
1928	ZNHIT3	ENST00000619730, ENST00000617429, ENST00000620324	260565	ID	AR
1929	ZP1	ENST00000278853	615774	Endocrine	AR
